% normalize=-1
% resample=no
% samplerate=44100
% version=0.65
% yaafedefinition=MFCC
1.915437e+00,-9.999633e-02,3.350591e-01,-1.989161e-01,-8.890314e-01,-1.026996e+00,4.703674e-02,-5.510264e-01,1.803366e-01,5.756470e-02,1.573797e-03,6.781020e-01,2.214070e-01
6.609302e-01,-1.448939e-01,1.195395e-01,-5.878140e-01,-1.252427e+00,-1.274958e+00,-3.645554e-01,-1.234536e+00,-1.066048e-02,-1.073567e-01,9.175452e-01,1.209699e+00,1.029784e+00
3.767584e-01,1.181445e-01,-5.067030e-03,-8.583394e-01,-1.495703e+00,-7.467212e-01,-8.006276e-01,-1.113260e+00,-3.313159e-01,-2.638628e-01,1.268532e+00,1.142295e+00,1.183646e+00
3.483539e-01,2.062138e-01,-1.112231e-01,-1.271313e+00,-1.649074e+00,-4.603612e-01,-8.639884e-01,-8.319550e-01,-7.781065e-01,-1.762669e-01,1.386576e+00,1.242137e+00,1.231990e+00
4.408461e-01,1.929676e-01,-1.781238e-01,-1.572312e+00,-1.271274e+00,-5.375053e-01,-1.124325e+00,-7.589058e-01,-1.068163e+00,1.071772e-01,1.246199e+00,1.404396e+00,1.100927e+00
5.757588e-01,1.052995e-01,-2.527188e-01,-1.746126e+00,-7.783869e-01,-9.054075e-01,-1.265471e+00,-8.797114e-01,-8.086001e-01,9.465479e-02,8.896822e-01,1.598938e+00,1.263982e+00
6.799843e-01,2.290353e-01,-4.656335e-01,-1.890494e+00,-2.808604e-01,-1.282824e+00,-1.382271e+00,-1.188568e+00,-3.619710e-01,-3.428279e-01,7.484195e-01,1.490589e+00,1.617985e+00
5.009798e-01,4.736714e-01,-8.579928e-01,-1.405521e+00,-2.294630e-01,-1.243830e+00,-1.292355e+00,-1.034386e+00,-4.990033e-01,-3.036701e-01,9.393849e-01,1.528282e+00,1.681714e+00
6.158774e-01,2.653634e-01,-1.469484e+00,-8.642653e-01,-3.076754e-01,-1.337413e+00,-1.067740e+00,-9.569048e-01,-7.565285e-01,-3.173984e-02,1.140476e+00,1.435017e+00,1.653796e+00
1.018935e+00,-2.907623e-01,-1.580392e+00,-5.011016e-01,-7.967812e-01,-1.010772e+00,-8.819080e-01,-1.303426e+00,-7.822042e-01,-1.174702e-01,8.072196e-01,1.537798e+00,1.624894e+00
1.104845e+00,-7.881357e-01,-1.127114e+00,-7.491430e-01,-1.054589e+00,-5.257854e-01,-1.066025e+00,-1.025834e+00,-8.600679e-01,-2.535605e-01,1.022374e+00,1.483436e+00,1.632475e+00
8.085311e-01,-1.102693e+00,-4.166530e-01,-1.586217e+00,-6.098336e-01,-7.919870e-01,-8.874940e-01,-1.161350e+00,-1.023460e+00,-2.215407e-01,1.074969e+00,1.493008e+00,1.445293e+00
1.456128e-01,-8.625527e-01,-4.284982e-01,-1.369283e+00,-8.061830e-01,-7.043424e-01,-8.179179e-01,-1.064171e+00,-1.024780e+00,-1.691219e-01,1.194332e+00,1.444103e+00,1.447670e+00
-3.015285e-01,-9.617720e-01,-7.276174e-01,-1.284318e+00,-1.116212e+00,-8.657356e-01,-8.612972e-01,-1.089681e+00,-8.735920e-01,-9.354903e-02,1.355099e+00,1.505905e+00,1.493206e+00
-2.129800e-01,-8.880403e-01,-6.156125e-01,-1.193362e+00,-1.079237e+00,-1.179174e+00,-7.711656e-01,-1.285561e+00,-9.538242e-01,-1.397006e-01,1.180000e+00,1.387226e+00,1.318913e+00
3.293014e-02,-1.078886e+00,-6.582264e-01,-1.267559e+00,-9.690314e-01,-1.278941e+00,-9.140352e-01,-1.078115e+00,-1.064498e+00,4.039131e-02,1.112818e+00,1.414800e+00,1.438203e+00
6.605945e-01,-1.521122e+00,-6.009682e-01,-1.322040e+00,-7.552601e-01,-1.244279e+00,-1.173499e+00,-1.018012e+00,-9.787667e-01,-1.083413e-01,1.209539e+00,1.447182e+00,1.651301e+00
1.035217e+00,-1.438851e+00,-1.086979e+00,-1.066282e+00,-1.086620e+00,-8.325166e-01,-1.657511e+00,-1.011179e+00,-8.766594e-01,-1.731041e-01,1.156540e+00,1.426337e+00,1.824103e+00
7.359224e-01,-6.678642e-01,-1.737340e+00,-8.034108e-01,-8.879557e-01,-9.983806e-01,-1.305406e+00,-1.487803e+00,-4.895433e-01,-1.166538e-01,6.725571e-01,1.876798e+00,1.998490e+00
3.220215e-01,-2.734994e-01,-2.029521e+00,-1.299830e+00,-4.144105e-01,-1.312717e+00,-1.555111e+00,-1.582422e+00,-6.857055e-01,-9.988662e-02,4.235197e-01,1.731410e+00,2.173527e+00
1.613483e-01,-1.639839e-02,-1.815987e+00,-1.693678e+00,-2.629462e-02,-1.303102e+00,-1.636596e+00,-1.146956e+00,-5.625500e-01,-2.753234e-01,8.929056e-01,1.806018e+00,2.085592e+00
4.356632e-02,-1.762612e-01,-1.197568e+00,-2.190783e+00,-1.451181e-01,-1.191557e+00,-1.627545e+00,-1.378680e+00,-4.764202e-01,-5.840537e-01,7.755996e-01,1.705642e+00,1.934575e+00
-6.286367e-02,-4.879975e-01,-5.628310e-01,-2.129424e+00,-4.831597e-01,-1.173260e+00,-1.385910e+00,-1.071832e+00,-1.025424e+00,-3.450070e-01,1.228309e+00,1.861381e+00,1.556563e+00
-1.654163e-01,-3.413782e-01,-3.424721e-01,-1.936347e+00,-1.054903e+00,-7.725379e-01,-1.323981e+00,-5.428609e-01,-1.478115e+00,-6.543557e-02,1.430086e+00,1.807972e+00,1.373440e+00
-5.926768e-01,-2.496590e-01,-2.439960e-01,-1.637531e+00,-1.747914e+00,-8.705112e-01,-1.246104e+00,-8.261331e-01,-1.617634e+00,-3.157272e-01,1.428685e+00,1.314025e+00,1.352457e+00
-7.416025e-01,-6.095097e-01,-1.639977e-01,-1.061125e+00,-1.715588e+00,-1.194036e+00,-1.103686e+00,-1.274220e+00,-8.833211e-01,-3.400436e-01,1.194034e+00,1.160909e+00,1.394327e+00
-6.276358e-01,-7.951783e-01,-8.089209e-02,-8.031011e-01,-1.298106e+00,-1.539597e+00,-6.863504e-01,-1.587742e+00,-3.688113e-01,-9.610122e-02,9.535116e-01,1.290090e+00,1.624290e+00
-5.467088e-01,-8.038838e-01,-1.569575e-01,-6.766766e-01,-1.203843e+00,-1.640772e+00,-8.651100e-01,-1.609814e+00,-2.557542e-01,1.839465e-01,6.698085e-01,1.395438e+00,1.390179e+00
-6.227098e-01,-5.722669e-01,2.017120e-02,-8.980228e-01,-1.449922e+00,-1.757111e+00,-1.017423e+00,-9.510744e-01,-6.216889e-01,3.109460e-01,4.074926e-01,1.336098e+00,1.527639e+00
-6.272105e-01,-4.540899e-01,-1.719574e-03,-7.410136e-01,-1.297811e+00,-2.092830e+00,-1.334305e+00,-6.857578e-01,-1.050998e+00,7.772152e-01,5.326028e-01,1.235729e+00,1.664213e+00
-5.875373e-01,-1.657559e-01,9.879213e-02,-8.470060e-01,-9.098453e-01,-1.976950e+00,-1.543118e+00,-6.234848e-01,-8.067056e-01,1.724929e-01,1.199150e+00,1.032053e+00,1.705783e+00
-5.995733e-01,-5.297075e-01,-2.631655e-01,-9.575690e-01,-7.810865e-01,-2.122907e+00,-1.743971e+00,-8.000456e-01,-7.280859e-01,-2.368350e-02,1.585686e+00,1.031005e+00,2.029209e+00
